gene_id,F1_1_1,F1_2_1,F1_3_1,F5_1_1,F5_2_1,F5_3_1,anno_chr,anno_start,anno_end
nptxrb,558,491,360,542,479,427,chr22_KZ114978v1_alt|chr22,189450|25024235,197694|25033038
cpeb3,111,31,153,57,58,93,chr13,42406883,42472084
slc8a4a,229,276,280,91,13,166,chr21,27048453,27123114
cyyr1,339,258,557,590,162,348,chr1,658405,669717
rprmb,30,44,0,36,0,9,chr6,13333133,13334226
rprma,419,243,460,246,233,204,chr9,4609746,4610776
si:dkey-24c2.9,0,26,32,80,0,36,chr2,23823629,23837423
nkx6.2,181,156,143,249,80,74,chr13,51579600,51583430
nkx6.1,47,85,27,68,82,120,chr21,19070921,19073831
si:dkeyp-55f12.3,312,379,226,367,77,247,chr20,27090908,27092296
cki,0,0,0,0,0,0,chr19,5350008,5351967
rprml,32,100,138,89,9,59,chr3,19609638,19610979
kcnk10b,0,0,0,0,0,0,chr17,2734331,2765952
slc35a4,2973,2657,2349,2574,1314,2105,chr14,3062608,3071564
slc35a5,466,253,500,346,104,139,chr9,34112067,34121841
nitr9.1,0,0,0,0,0,0,chr7,17255707,17309337
ap3s1,81,32,127,37,0,43,chrUn_KN149707v2,1,2208
chtf8,79,92,60,100,10,31,chr18,17021360,17024703
slc35a1,684,583,749,603,227,187,chr20,2669017,2679598
ptp4a3a,1008,561,1115,459,208,301,chr19,25089242,25113660
nufip1,775,1424,1127,887,727,665,chr6,59944504,59951626
setd1ba,1188,878,1214,603,161,380,chr10_KZ115335v1_alt,134967,171346
rmi1,611,542,619,399,356,389,chr8,49766391,49769988
mbl2,28,11,16,5,35,4,chr2,37887283,37889127
dbi,4282,3510,3114,4876,1745,2495,chr9,907459,914886
kdm1a,11245,11930,14211,8749,6060,5544,chr17,28084395,28101954
pou3f1,552,456,398,297,210,332,chr16,33593116,33595985
srprb,948,913,1319,549,511,611,chr15,2510761,2519610
szl,24,12,8,11,0,16,chr25,371412,375892
chga,16244,12819,12173,9158,5703,6914,chr20,27020201,27046006
sec61a1l,1138,972,904,701,157,457,chr6,42377911,42388579
zgc:174164,0,25,16,8,0,5,chr12,11315849,11349899
ptger4a,30,12,5,0,0,9,chr8,902753,912821
fcho2,1002,883,1734,720,249,375,chr5,35125786,35200683
ptger4c,9,0,13,17,0,0,chr2,17181595,17186075
ptger4b,4,0,12,18,0,9,chr5_KZ115128v1_alt|chr5,228789|35398745,231612|35401568
hmox2a,1460,2324,3373,2262,1143,1885,chr22_KZ115650v1_alt,128247,135603
thpo,0,7,0,0,0,0,chr2,17055069,17072559
grid2ipb,642,793,2149,753,410,352,chr12,18606140,18656238
cfap300,0,0,0,0,0,0,chr21,22828500,22832744
hopx,273,209,328,389,191,127,chr14,1170968,1178361
bmp2b,51,65,40,54,26,26,chr20|chr20_KZ115613v1_alt,45893152|39751,45899149|45748
bmp2a,225,179,171,325,56,128,chr17,4227274,4231388
bmp2k,856,219,502,937,90,326,chr5,39099380,39152767
si:ch211-66e2.3,16,0,48,14,4,4,chr3,46444625,46452262
ripply1,359,471,390,214,222,192,chr21,37967457,37972497
ripply3,167,263,246,224,260,183,chr10,116114,120580
ripply2,12,12,8,20,6,17,chr4,912563,914737
ucn3l,2065,2278,3751,741,416,702,chr4,15980294,15982203
metrnla,655,539,494,526,305,280,chr3,48473530,48489655
gar1,48,50,15,74,10,111,chr14_KZ115467v1_alt|chr14,232316|43605057,243831|43616572
rxrgb,187,189,120,116,135,84,chr20,33875255,33920020
ptk7a,39,44,54,52,71,81,chr22,38423476,38459316
ugt1b1,37,21,17,28,0,47,chr11,30321116,30329055
ugt1b3,0,0,4,0,0,0,chr11,30310170,30329055
ugt1b2,4,0,0,0,0,0,chr11,30314885,30329055
ugt1b5,5,2,18,18,0,6,chr11,30303785,30329283
ugt1b4,5,0,4,0,0,0,chr11,30306606,30329055
ugt1b7,737,317,144,720,0,234,chr11,30296332,30329055
sinup,16,0,6,0,0,0,chr4,20176220,20177866
si:dkey-70p6.1,478,665,725,517,164,404,chr8_KZ114897v1_alt|chr8,292651|23040727,328619|23081667
insrb,401,223,583,314,60,64,chr22,10927871,11053148
cbln17,0,0,0,0,0,0,chr10,21867307,21870459
gpkow,2447,2098,2437,2291,2098,2083,chr8,36591772,36618080
zgc:194655,0,8,4,9,0,2,chr7|chr7_KZ115220v1_alt,19613810|336016,19614916|337123
myom2a,64,67,76,277,44,72,chr11,11201190,11260855
arl4cb,384,335,483,348,332,186,chr9_KZ115289v1_alt|chr9,100090|23356994,101577|23358481
hif1al2,242,90,388,3914,248,383,chr21,27327426,27338634
stxbp5l,699,308,1161,396,0,266,chr9_KZ114907v1_alt,67363,307022
sbf1,874,643,969,666,435,471,chr4|chr4_KZ114855v1_alt,9911534|326950,9999980|415495
syce2,197,87,25,15,63,56,chr3,13929945,13936075
gbp,2612,2900,2867,1895,807,1385,chr16,40954481,40955836
si:ch211-241j12.3,211,135,200,142,104,96,chr20,159307,164300
top2a,344,231,343,480,268,207,chr12,10706772,10740236
ckap4,167,79,111,189,12,32,chr4,77975221,77979432
ckap5,9880,8348,11071,7402,4189,4596,chr25,13745056,13790064
si:dkey-286j15.1,144,1029,1518,812,141,654,chr22,30009926,30033581
sccpdhb,3477,3496,3715,2491,1121,2372,chr20,34967423,34985555
hs6st1a,143,257,248,168,137,153,chr2,40901686,41124013
bty,14,0,22,21,38,137,chr19,4051756,4071776
zgc:194114,0,0,0,0,0,0,chr15,22302724,22304193
btd,850,1085,1235,621,668,579,chr19,1999935,2004247
zgc:153993,185,100,148,162,65,97,chr7,54475245,54498788
aqp1a.1,803,674,817,1544,588,626,chr2,2737567,2749219
crygmx,21,16,8,11,0,0,chr12,30838168,30841643
btc,0,0,4,12,0,0,chr21_KZ115624v1_alt|chr21,163374|19368769,173900|19379295
aqp1a.2,0,0,4,4,0,0,chr2,2761882,2766520
rnf152,23,36,32,24,25,22,chr2,27860050,27871082
txnrd2.2,437,748,795,549,373,508,chr5,15305190,15350252
apoa4a,0,4,0,0,0,0,chr19,10845953,10850834
grin2ca,16004,14608,11237,10235,4279,5834,chr3,19004576,19133834
man1b1b,14,7,11,0,0,3,chr5_KZ114863v1_alt|chr5_KZ115117v1_alt|chr5,124570|267406|29181725,137908|280744|29195063
gbp1,1015,359,1957,1180,464,432,chr2,42020922,42035251
ifi30,0,5,5,0,132,195,chr2_KZ115041v1_alt|chr2,174516|24762567,179419|24767470
si:ch211-271e10.3,0,0,0,14,0,0,chr5,38619806,38625326
drd2l,12,11,20,0,0,0,chr16,54263921,54291748
polr1b,309,304,417,222,287,196,chr13_KZ115425v1_alt|chr13,91622|41917625,113728|41940467
mxra8a,50,9,68,123,27,28,chr11,24429923,24458778
fam83fb,0,0,0,9,0,0,chr6,414653,426084
polr1e,52,51,62,29,91,50,chr1|chr1_KZ115011v1_alt,19637313|174497,19648227|185425
noxo1b,0,12,17,0,0,48,chr12,18445604,18454422
LOC103909643,32,34,25,8,0,70,chr22,36755280,36774057
marcksb,10222,5999,9562,6677,2637,4524,chr17,15535515,15539108
pdgfrb,128,50,271,94,40,9,chr14,3190050,3229384
drd2a,18,29,29,26,0,53,chr15,22047004,22069107
zgc:63587,84,35,75,41,27,31,chr8,4621243,4694458
prickle2b,1535,1404,1740,1160,521,754,chr11,19434269,19468525
pxylp1,551,549,594,353,248,117,chr15,41815703,41845706
si:ch211-170d8.2,8,0,0,0,0,21,chr8,39795918,39798142
zgc:165508,598,289,896,276,44,83,chr15,44559446,44601331
si:dkeyp-72a4.1,2,21,20,0,0,7,chr5,33879807,33935396
spcs2,2298,791,1298,1476,667,1312,chr15,4988202,4999806
spcs3,87,357,296,335,28,268,chr1,38818316,38822163
brd1b,1730,1499,1967,1280,420,689,chr25,29688671,29710872
apmap,1146,1006,1083,1047,583,746,chr13,6219624,6238930
irak1bp1,74,34,72,52,80,39,chr23_KZ115696v1_alt|chr23,85541|31245395,89098|31248952
supt4h1,1134,1316,1491,1273,453,952,chr5,3118748,3127599
anp32e,9123,5865,9085,8467,2850,5494,chr19,42328442,42341815
anp32b,4471,4412,5153,5221,1910,3112,chr1,26660356,26664855
anp32a,12391,10989,13235,11760,4713,8830,chr7,33345627,33350002
zgc:174259,0,0,0,0,0,0,chr5,28849155,28851401
cst14a.1,21,0,0,0,26,21,chr24,20916745,20918412
cst14a.2,46,139,81,120,32,173,chr24,20920579,20921712
rorca,10,2,4,13,82,7,chr8_KZ115255v1_alt|chr8,43342|18885423,51136|18893217
rorcb,24,30,35,45,22,4,chr2,49417900,49447226
npas4l,671,1302,4027,656,457,267,chr13,52006945,52014610
zgc:110339,259,254,382,545,152,203,chr25,10547257,10553679
slc18b1,0,6,8,30,0,0,chr17,8212477,8228712
si:ch211-227e10.6,0,0,0,0,0,0,chr4,54486676,54489069
mif4gda,36,28,22,21,4,29,chr6|chr6_KZ115175v1_alt|chr6_KZ114878v1_alt,19334500|9212|9212,19341122|15834|15834
mif4gdb,0,0,20,0,0,4,chr3,11079404,11089025
hoxb10a,0,0,0,0,0,0,chr3,23668824,23672137
cdc26,691,637,683,961,561,478,chr5_KZ115153v1_alt,164018,166015
zgc:110333,12,48,12,16,36,16,chr15,42560358,42575210
uhmk1,178,106,187,77,58,44,chr6,35052840,35061467
LOC101886311,0,0,8,3,0,0,chr10_KZ115336v1_alt,52176,60793
bmper,96,93,246,105,25,105,chr16,7154298,7195677
notum2,0,0,0,5,0,0,chr6,10944725,10964021
zgc:163098,365,496,722,328,470,289,chr5_KZ115132v1_alt|chr5,534499|37290260,557194|37312955
parapinopsinb,0,4,8,0,8,5,chr11,36777613,36785073
ba1l,17319,6943,8002,67479,3279,6730,chr3,55098457,55099272
hoxa4a,0,36,0,132,0,0,chr19,19767576,19769373
slc20a1b,3687,2729,2924,4066,1351,1521,chr10,17714865,17728165
ldb1a,1028,360,992,399,200,322,chr13,28732172,28743897
cdc5l,4255,4246,4642,3547,2890,2833,chr17,5061135,5105925
or113-1,0,0,0,0,0,0,chr15,5321886,5322839
mbd1a,1256,983,1667,797,394,772,chr8,7875142,7912936
or113-2,0,0,0,0,0,0,chr15,5333244,5334197
mbd1b,218,150,254,205,150,210,chr11_KZ115359v1_alt,175852,186193
aacs,72,52,90,47,43,44,chr5,18827316,18897482
zgc:152968,0,0,15,10,0,5,chr1,35985894,35998396
cp,5384,4661,4434,4714,1776,4795,chr22,38173974,38199757
acy1,1331,1985,1414,1633,594,430,chr22,36755280,36774243
slc16a1a,89,5,83,254,19,212,chr6_KZ115205v1_alt,129967,149386
slc16a1b,24,16,50,9,23,2,chr8,26923614,26961739
uck1,374,200,444,296,123,48,chr21,4227764,4244474
rxfp3,65,93,77,51,40,26,chr21,19487707,19489087
rb1,420,226,520,321,148,245,chr21,22960739,23017275
gnai3,4,20,0,28,32,12,chr8,25190023,25220957
mrpl54,25,13,30,0,12,4,chr22_KZ115636v1_alt|chr22,16721|15719344,17724|15720347
tmtc4,1659,2025,2311,2295,1314,2103,chr9,31497901,31525075
mrpl51,0,167,182,62,0,37,chr16_KZ115487v1_alt,189379,194119
mrpl52,1016,1224,930,909,824,766,chr7,24114865,24117146
mrpl53,128,304,343,313,36,406,chr19,32158010,32164532
anks1b,6324,4145,6996,2998,1487,1409,chr4,17888159,18201411
gnai1,4792,4649,6336,5345,2270,4095,chr4,22680487,22714063
mrpl58,827,798,568,441,622,485,chr12,47439,49920
si:ch211-217g15.3,16,0,9,12,29,0,chr13,24586144,24587707
cyp2x9,0,0,0,44,39,4,chr25|chr25_KZ115732v1_alt,17396736|236472,17403577|243329
si:dkeyp-73d8.9,0,0,0,0,0,0,chr2,32642334,32643740
pfklb,1225,342,1111,398,297,346,chr11,44910353,44932103
arid5a,12,14,39,36,0,16,chr8,52377516,52403275
ugt5b3,24,27,0,20,0,0,chr1,9635978,9652725
si:dkey-238c7.16,116,27,44,76,12,36,chr18_KZ115540v1_alt,122710,125069
cacnb3a,10,2,25,9,5,4,chr23_KZ115672v1_alt|chr23_KZ114983v1_alt,80288|319098,160419|409665
adoa,526,587,794,473,216,483,chr12,8474868,8476513
dapk2a,52,100,76,35,16,24,chr7|chr7_KZ115231v1_alt,29281343|165920,29292206|176783
si:ch211-133n4.4,2873,2036,2679,1941,1028,1613,chr19,3237790,3240579
c9,0,0,0,0,0,0,chr5,32345182,32355145
si:ch211-133n4.6,0,0,0,0,0,0,chr19,3187317,3193827
rapgef1b,992,995,868,507,405,329,chr21,4116444,4219783
micu2,219,254,295,334,27,110,chr5,36599122,36609699
micu1,2852,2479,3749,2117,1054,1553,chr13,4871997,4969687
prss1,192,126,256,164,72,186,chr16,25080759,25085306
c2cd5,4302,5491,6946,2612,1354,2233,chr18,6638974,6703518
gls2b,0,0,0,18,60,0,chr22,10098546,10110959
dcdc2b,277,4192,4454,1652,290,2441,chr13,33304209,33314755
unc45a,31,20,98,27,0,4,chr25,8627748,8660726
map3k7,1103,946,1774,891,316,359,chr20,24152468,24182761
unc45b,188,279,186,254,0,150,chr8,11204070,11229531
syvn1,1217,1707,1619,1466,952,1107,chr14,26452693,26465795
anks3,336,318,535,836,354,231,chr24,37661141,37680917
slc16a10,530,751,502,690,467,170,chr20,122122,147574
rab11ba,3430,2290,3213,2463,1072,1762,chr22,17499958,17506843
zgc:171446,0,0,0,0,0,0,chr3,3402226,3413669
kdrl,199,213,372,384,44,67,chr14,32985253,33044555
tpp1,273,232,382,254,157,119,chr17,30843906,30855521
pygo1,0,0,0,0,0,0,chr18,2153530,2160796
pygo2,1166,588,878,783,212,378,chr19,7627064,7633062
acp5b,0,0,0,94,12,0,chr24,31294019,31306724
acp5a,14,31,26,56,6,10,chr6|chr6_KZ115163v1_alt,8355251|208504,8360906|214159
fhl5,54,28,30,36,5,29,chr17,15605602,15611675
foxp2,812,908,1502,669,380,460,chr4,6423352,6639537
rrp9,277,488,477,286,244,322,chr11,36215693,36230163
nck2b,307,320,347,303,204,164,chr6,15145123,15243369
nck2a,1357,825,1321,559,308,405,chr9,6395137,6502011
sh3pxd2aa,158,233,405,121,151,133,chr1,47585701,47683257
zgc:77838,143,174,180,85,112,40,chr21,5023051,5066462
ptprja,16,40,49,106,0,16,chr7,39553711,39611109
cacng2b,4951,5061,5676,3548,3178,3960,chrUn_KN149779v1,312,11581
cacng2a,4085,4045,4599,3774,1898,3331,chr3,29714775,29845174
tmpob,536,511,492,485,194,230,chr25,3294374,3302663
tmpoa,285,223,265,284,150,45,chr4,16857722,16876336
pdzrn4,687,424,851,410,246,145,chr4,13811033,13861445
irs2a,2213,1199,100,489,327,479,chr1,29211540,29228381
nsmfb,175,116,111,67,80,126,chr5,28433231,28487377
apol1,319,522,687,355,206,38,chr2_KZ115043v1_alt|chr2,14219|37971353,17591|37974725
cox8b,6220,4808,4979,5282,3779,3661,chr25,10499642,10503043
zgc:173570,13,6,15,22,108,27,chr23_KZ114985v1_alt|chr23,285962|16831063,304414|16849515
zgc:173575,102,98,162,100,28,198,chr3,62288344,62298416
miga2,51,54,142,76,52,34,chr21,3854414,3881197
zgc:173577,0,0,0,15,0,39,chr3,7276432,7283867
rsph3,60,0,34,0,0,3,chr20,13632526,13640598
phb,2574,1593,2848,1607,1273,800,chr3,15736884,15746993
rnd2,911,910,1023,907,695,541,chr3,19850937,19899754
macrod2,1798,1377,2001,1680,1226,1340,chr13,33703730,34559128
macrod1,181,160,95,146,70,86,chr14,45789454,45967712
rrp12,1623,1872,2077,1928,1217,1210,chr13,31343326,31370175
anxa11a,477,306,398,378,106,211,chr13,16279890,16326598
anxa11b,1795,942,1803,1142,541,596,chr12,48826360,48837296
tle3a,1117,956,1356,1136,408,403,chr18,20226710,20256679
tnfsf12,122,66,78,93,72,90,chr7|chr7_KZ115222v1_alt,20657017|268475,20665336|276794
tnfsf10,63,56,54,60,25,61,chr24,26932472,26937524
myf5,4,7,0,54,0,0,chr4,21741228,21745107
myf6,0,0,0,9,0,5,chr4,21717793,21720943
phax,973,959,1176,833,543,650,chr10,16029319,16035198
ago3b,35,82,23,4,21,9,chr19,10661592,10685479
zgc:92907,281,294,267,140,184,120,chr14,30967442,30971242
cab39,42,28,171,93,90,47,chr15,39977461,40002930
zgc:153981,530,325,407,280,108,207,chr13,24834199,24837977
gtpbp2b,444,371,43,173,366,323,chr22,28854667,28871962
vps35l,2578,2973,2729,2309,1473,1875,chr12,11167887,11198776
clocka,75,64,196,64,24,56,chr20,22130284,22175026
clockb,540,191,319,272,68,82,chr1,19434198,19466453
dnaja1,332,487,691,484,177,177,chr1,45002998,45014431
scoca,169,80,181,189,118,71,chr1,40562818,40569609
prkab1a,9893,8439,8156,8497,4548,6471,chr10,17936562,17946162
lgalslb,6,33,30,4,58,37,chr13,24552254,24554028
scocb,3127,2048,2290,1144,608,923,chr14,48932235,48939560
rundc3b,84,24,150,44,44,20,chr16,43077909,43118089
ulk1a,237,214,447,245,44,58,chr8,43736072,43775805
tecrb,1738,1804,1398,1408,905,767,chr1,55752643,55777153
ssbp1,414,424,400,368,213,297,chr4,4752666,4756284
ssbp4,932,448,923,805,200,393,chr22,20954459,21046694
desma,301,28,103,124,130,95,chr9,7515864,7539326
birc5b,10,0,0,4,5,0,chr23|chr23_KZ115692v1_alt,28323087|280335,28325838|283088
mdh1b,0,0,8,0,0,8,chr1,6218718,6225284
ap1s3b,176,149,110,163,73,39,chr2,47587238,47620806
csnk1g1,99,114,186,68,0,19,chr7,54105411,54217524
LOC100006889,0,0,0,0,0,0,chr8_KZ115273v1_alt|chr8,23869|34434357,206168|35000294
htr2b,0,5,0,4,0,4,chr22,37671498,37686966
mef2ca,394,177,536,206,16,99,chr10,43547426,43655449
cdip1,223,62,244,164,63,50,chr3,46387863,46403774
mef2cb,351,341,389,230,297,313,chr5,48183370,48260145
syt8,23,35,4,24,0,0,chr25,31175696,31193780
bcl7a,62,71,67,65,52,47,chr5_KZ115140v1_alt|chr5,38764|41793070,45577|41799882
krt95,0,0,0,0,0,0,chr11_KZ115341v1_alt|chr11|chr11_KZ114920v1_alt,106356|12190571|317348,114699|12198914|325693
tpst1,3836,2546,4581,2838,2012,1833,chr15,20652688,20731297
etv4,62,102,153,187,139,77,chr12|chr12_KZ115384v1_alt,27536227|467077,27568694|499544
etv7,12,5,21,106,0,12,chr23,5086313,5101847
si:rp71-84d19.3,8,88,20,50,48,4,chr9,27329640,27337185
ppiab,29252,20623,23804,19068,15955,11439,chr10,45345574,45352279
ppiaa,28964,25562,28468,29899,20062,16650,chr8,45755644,45760057
zgc:103508,161,136,112,206,73,80,chr10,22918384,22926042
foxp4,119,187,202,115,74,163,chr11,21910752,22089467
xylt1,128,144,151,0,62,38,chr3,26418451,26524826
stard8,81,108,55,130,36,36,chr5,35786234,35866173
rint1,676,724,810,597,519,440,chr4,18500147,18512551
ubac2,351,145,336,91,44,51,chr1,30539980,30568225
trim62.1,114,58,144,56,69,40,chr11,40331921,40418975
stard3,585,572,801,454,91,184,chr19,4968947,4985671
mixl1,84,53,101,60,15,7,chr20,43715162,43723765
nvl,3139,2272,3115,2321,2845,1973,chr13,516258,533217
dclre1b,1001,1040,1102,816,250,622,chr8,24108459,24113492
arhgap1,677,242,777,383,88,353,chr7,38762078,38783608
stard4,1457,4248,1442,899,748,674,chr21,244542,248613
dclre1a,337,372,282,332,138,204,chr12,30501044,30516111
zic6,578,598,665,375,168,150,chr14,32022272,32025978
bcl2l16,24,38,30,36,0,17,chr8,52703508,52711339
bcl2l11,4,20,7,0,0,7,chr13,47361104,47403154
bcl2l10,901,566,719,867,214,328,chr18,39106734,39119007
bcl2l13,45,14,59,45,0,0,chr18,20583928,20608025
xylt2,52,0,108,44,0,23,chr3,60177774,60226027
dnph1,20,45,41,36,47,56,chr13,4218329,4223955
gdf6a,4,20,8,0,36,13,chr16,39125608,39131666
plppr5a,8,0,24,16,0,20,chr2,20264344,20323735
magt1,226,131,199,274,86,124,chr14,12370376,12391446
ppp1r14ba,1900,1154,1791,1384,507,1181,chr21,26996290,27010792
phkg1b,163,175,265,111,45,40,chr21,25676093,25685765
glrbb,678,686,744,578,422,463,chr14|chr14_KZ114943v1_alt,35691889|239938,35732220|280269
tspan12,383,498,390,523,136,293,chr4,10574822,10598825
glrba,232,104,211,125,28,173,chr1,21423005,21483832
tspan3b,68,27,92,34,24,25,chr7|chr7_KZ115233v1_alt,30077611|45581,30082925|50894
zgc:194224,211,364,236,319,191,365,chr20,4149523,4157138
tspan3a,1078,805,956,2384,342,941,chr18|chr18_KZ114967v1_alt,26899313|423447,26920130|444264
zgc:194221,223,0,66,1021,16,481,chr22,2680798,2682515
aurkaip1,1224,1060,1332,1384,1001,899,chr23,29883216,29887478
nbl1,28,0,8,13,49,0,chr22,56643,65761
atg5,2266,196,2328,342,916,1528,chr16,7380463,7416536
kctd12b,28,21,136,8,0,20,chr14,12109535,12111934
lpcat4,183,179,182,123,67,53,chr7,1473939,1495963
csnk1e,4946,4291,84,49,1217,26,chr12_KZ114926v1_alt,541390,554280
lpcat2,32,0,32,56,70,12,chr7,35393313,35408332
satb2,62,0,0,4,0,15,chr9,32560399,32604414
c1ql3b,370,155,219,576,53,213,chr2,3595333,3597973
lpcat1,293,230,432,361,120,264,chr19,28291440,28334141
cul1a,1347,1078,1423,1085,139,640,chr2_KZ114849v1_alt,342134,381742
uhrf1,80,47,65,47,84,42,chr22,4408643,4439311
tacr3l,14,25,15,25,0,14,chr1,52518176,52535830
efr3a,9,40,15,4,0,43,chr2_KZ115048v1_alt|chr2,27091|42872660,80758|42926327
bpnt1,442,279,446,188,88,219,chr20,9128889,9148321
bpnt2,229,205,418,489,341,130,chr2,11633253,11648720
tacr3a,0,0,2,0,0,0,chr1,43801918,43862677
camsap1a,6049,4086,6965,4027,1696,2064,chr21,4712134,4764124
wbp11,1823,1648,1496,1478,1077,1117,chr3,1395079,1402790
nkain2,426,193,374,150,56,191,chr20,39806371,40119872
spi1a,106,110,182,118,16,28,chr25,35553542,35572244
spi1b,233,358,291,715,122,356,chr7,32644673,32659345
prc1a,499,482,489,159,390,164,chr25,7435214,7459027
cdnf,4,8,0,8,0,0,chr4|chr4_KZ114855v1_alt,9587968|11930,9592402|16364
zgc:153521,265,343,383,234,54,134,chr9|chr9_KZ115290v1_alt,24204180|317534,24209083|322437
grm3,146,100,90,60,32,93,chr18_KZ115542v1_alt,237481,281374
bloc1s6,4468,3433,4809,4293,2959,2729,chr18,5505999,5509631
bloc1s5,709,877,643,646,611,495,chr24,7991777,7995748
bloc1s4,329,276,366,231,152,176,chr19,25679529,25693764
psip1a,270,280,411,183,220,263,chr1,28089703,28195267
bloc1s2,255,279,394,451,308,324,chr20,7584211,7593102
bloc1s1,1575,1118,1341,887,1180,734,chr22,10122760,10128009
grid2,1050,771,916,613,209,233,chr8,28900689,29587696
cd3eap,201,164,269,322,308,147,chr15,28787091,28802227
mylk2,0,0,0,5,0,0,chr23,32044421,32060883
tspan31,637,407,859,580,227,314,chr23,36730750,36750299
tspan36,24,44,37,266,0,12,chr8,29726620,29734948
tspan37,24,8,14,5,48,0,chr2,37135896,37140179
tspan34,0,0,0,0,0,0,chr1,57521361,57533553
tspan35,0,44,32,22,0,12,chr3,14611351,14638399
tmed7,5767,6540,6152,5222,4436,3591,chr8,1239,6640
ca4a,119,0,12,21,16,66,chr5,2241327,2282256
ca4b,0,0,0,0,0,0,chr15,15390900,15401895
tmed4,1677,873,1540,1025,345,746,chr23,33977724,33986743
tmed3,31,4,16,53,0,18,chr7,30176330,30177673
tmed2,2327,1335,1864,1456,780,1139,chr10,3419834,3427608
bicdl2,4,16,0,58,0,9,chr5,57658898,57671299
eef2b,55692,40678,49554,55276,33094,29030,chr2,57149033,57174950
or136-1,0,0,0,0,0,0,chr6,52942895,52943989
pdik1l,338,250,289,369,136,222,chr19,15485556,15509803
tmed9,491,446,583,482,108,283,chr14,26404641,26411822
tmed8,615,142,689,324,298,246,chr17,45137780,45150809
gfm2,2084,2632,2902,2431,1726,1644,chr5,34578570,34600710
tmem243a,5,0,3,9,0,0,chr18|chr18_KZ115542v1_alt,8912710|178103,8915994|181374
tmem243b,9,29,19,18,33,50,chr4|chr4_KZ114855v1_alt,9612675|36637,9619557|43519
snu13b,984,731,728,770,424,531,chr12,10443777,10447177
cul3a,4645,3907,4977,3605,2513,2523,chr2,47644041,47681461
cul3b,3655,2353,3307,1399,684,1153,chr15,1766734,1792218
snu13a,162,121,135,42,0,60,chr3,58158487,58165277
ssr4,1772,689,1657,1564,629,704,chr23,18569294,18572629
traf3ip1,584,338,449,393,102,294,chr9,45605417,45667487
dmrt3a,0,0,0,0,0,0,chr5_KZ115144v1_alt|chr5,30886|45000597,34152|45003863
fkbp1aa,21467,20058,19976,12545,9163,9894,chr8,49169768,49172500
phkg1a,310,953,546,329,279,289,chr15_KZ115469v1_alt|chr15,25682|5722530,45683|5742531
parp6a,454,125,777,72,116,89,chr18,887124,898873
upp1,16,0,14,17,0,24,chr16,16210208,16212615
znf750,19,4,17,45,0,0,chr3,48254879,48258507
zgc:113307,0,0,0,0,0,0,chr11,21050326,21061566
si:cabz01069013.3,712,340,0,177,164,112,chr4,74002176,74009156
pxmp2,11,0,27,31,0,0,chr5,20115776,20123002
pfkmb,1,0,0,20,41,0,chr6|chr6_KZ115756v1_alt,39739718|85373,39772241|117582
stmn2a,9668,6397,8446,6215,3665,3916,chr16,16165036,16182355
stmn2b,3438,3177,3017,2530,1411,1958,chr19,31771465,31790551
yrk,172,73,110,259,20,70,chr19,43359084,43432415
adnpb,1250,374,1462,486,273,231,chr23,20518416,20528533
adnpa,1701,1847,2301,1737,695,1014,chr11|chr11_KZ115359v1_alt,25403540|29482,25408636|34578
ciapin1,81,43,95,74,25,62,chr25_KZ115729v1_alt|chr25|chr25_KZ114994v1_alt,450156|14398717|142497,458160|14406721|150501
ero1a,982,1349,1158,1181,573,483,chr17,15018220,15029427
ccl20b,0,0,0,0,0,0,chr24_KZ115714v1_alt|chr24,145168|26006918,147413|26009130
snx25,9798,8690,8166,6393,4106,5331,chr14,3960543,4043818
mep1b,9,0,7,5,0,2,chr20|chr20_KZ115598v1_alt,6493648|10367,6516539|33258
