"gene_id","F1_1_1","F1_2_1","F1_3_1","F4_2_1","F4_3","F4_6_1","F5_1_1","F5_2_1","F5_3_1","M1_1","M1_4_1","M1_7","M4_12","M4_6_1","M4_9","anno_chr","anno_start","anno_end"
"rhbdd3",166,136,187,186,289,184,105,46,82,668,881,632,654,217,555,"chr5","24882633","24886597"
"lgals3bpa",0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,"chr3","57699246","57711711"
"xk",766,365,1062,902,827,522,485,123,124,2740,2716,2237,356,473,1594,"chr11","29818389","29833698"
"tha1",242,153,208,547,618,766,178,130,190,326,398,369,0,587,453,"chr12","34378772","34397134"
"lgals3bpb",285,259,462,598,396,1020,530,205,141,1026,614,422,183,101,892,"chr3","57741933","57744289"
"zak",27,19,28,20,21,0,29,0,12,116,220,117,0,0,37,"chr9","2896009","2945020"
"tbk1",7629,7701,6580,21092,13670,21433,6285,5798,4243,13604,16210,13763,17079,11299,22469,"chr4","134412","149334"
"exoc6b",265,309,311,515,424,623,371,209,178,1051,980,630,332,108,658,"chr7","25135739","25294033"
"si:ch211-202h22.9",4,0,12,0,25,24,0,0,32,17,37,0,161,0,0,"chr1","54626477","54637377"
"si:ch211-202h22.8",0,0,4,0,32,0,9,0,0,0,17,0,0,0,0,"chr1","54638793","54648766"
"zgc:66388",240,192,190,291,252,361,186,85,68,230,234,96,36,187,157,"chrUn_KN149798v1","34","404"
"rps23",22271,12220,21253,58491,40475,53455,25303,16812,13360,21762,32084,28600,51869,44258,54094,"chr11","42556465","42561211"
"angpt2b",22,0,17,0,0,0,0,0,12,76,72,70,0,0,36,"chr19","35799693","35852418"
"scn8aa",10077,11997,19198,17314,18039,20987,7090,1773,3595,26911,24378,18415,9650,6594,13676,"chr23","27251629","27345425"
"depdc1a",18,38,41,0,3,0,38,0,0,8,29,39,0,107,139,"chr8_KZ115253v1_alt|chr8","65830|16713268","78118|16725573"
"si:ch211-30b16.2",269,249,548,170,406,225,235,43,160,1552,1315,781,335,25,400,"chr19","17260535","17275201"
"etnppl",90,256,14,92,118,195,70,0,55,185,210,196,117,162,212,"chr7","60079239","60090404"
"rps6kal",972,1442,1657,1590,1439,1341,994,499,794,1293,961,880,698,2368,900,"chr14_KZ115430v1_alt|chr14","37953|8947450","92908|9002405"
"ehf",0,30,60,52,0,9,0,28,18,12,2,30,0,0,0,"chr25|chr25_KZ115725v1_alt","10416662|275490","10436906|295734"
"znrd2",501,786,815,2357,1279,2126,419,609,502,742,1277,1223,1614,1633,2163,"chr10_KZ115324v1_alt","78182","83101"
"selenot2",960,729,776,694,1562,1137,863,430,687,1864,1918,1481,287,838,746,"chr14|chr14_KZ115435v1_alt","17580573|71816","17588374|79617"
"necap1",4426,3391,3979,5338,5769,6031,3777,1424,2899,10597,7928,9860,4673,3155,6518,"chr19","10396084","10408029"
"necap2",807,904,1223,2780,1772,3355,1016,501,1049,2100,2165,1586,2087,1426,3398,"chr22","341990","347412"
"trappc6bl",42,34,30,12,49,0,33,23,15,73,39,60,0,97,56,"chr15|chr15_KZ115473v1_alt","14076019|81239","14083052|88272"
"gpd1a",11,20,28,76,59,11,43,0,21,50,77,6,0,0,0,"chr8","7033061","7052493"
"gpd1c",244,176,242,243,411,444,192,133,16,305,433,258,1039,266,643,"chr19","317629","325595"
"gpd1b",1811,1210,2249,4609,2891,4747,1421,903,919,2205,2548,2227,2872,2996,4502,"chr22","6996046","7006925"
"gpd1l",123,71,164,51,154,36,78,16,22,544,529,383,0,0,168,"chr16","39248651","39267207"
"pnx",0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,"chr10","2799285","2801856"
"rnasel4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr22","6254194","6258739"
"rps6ka4",207,145,409,268,230,430,102,121,62,1106,950,773,95,122,443,"chr5","67079540","67115872"
"rnasel3",0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,"chr14","38654305","38656046"
"vdrb",75,142,145,396,192,441,119,93,88,118,137,101,480,298,177,"chr6","38955062","39005133"
"il1rapl2",273,134,373,870,1773,704,135,80,83,1175,1393,691,1036,300,1237,"chr14","9717678","10260526"
"ehmt1a",1087,761,1107,1098,1807,3897,597,315,432,1393,1390,1232,672,1354,2555,"chr5","29491644","29512507"
"ehmt1b",4066,4056,4375,8793,5655,8993,2019,1515,1559,3668,7883,1248,8031,1691,6232,"chr21_KZ115617v1_alt","274163","320903"
"atp10d",1510,1308,1728,2349,1672,2762,1106,482,521,2068,2360,1381,1581,1005,1758,"chr13","12405051","12451596"
"ghrhra",0,0,0,38,4,0,4,0,0,16,32,8,0,0,0,"chr2","50906106","50966124"
"pnn",17446,19857,24191,62577,36914,70751,15668,8580,12312,30280,36210,25509,49010,51908,62812,"chr17","13099476","13110122"
"casd1",948,952,916,1391,1300,1453,653,190,326,3117,2791,2134,869,592,1194,"chr19","41006975","41034224"
"riox2",1796,2173,2437,6921,5276,8248,1569,1491,1127,2223,2304,2581,6584,7086,8328,"chr10","23094","28201"
"riox1",740,734,840,1336,1146,1468,635,657,581,1016,864,861,2390,1380,1795,"chr20","50015689","50044757"
"zdhhc3b",267,22,137,172,131,188,124,34,109,498,519,486,0,472,483,"chr19","1003332","1013215"
"mgst2",225,154,72,0,143,0,244,40,106,163,121,62,140,41,51,"chr14","46216805","46220077"
"letmd1",131,99,102,59,185,69,105,14,7,274,457,362,121,44,70,"chr23","32088106","32100106"
"slc7a8a",3416,1863,4159,2388,2253,2709,1594,518,1384,8902,5804,5198,1414,1218,1584,"chr7","24210086","24236282"
"tdo2a",6,4,5,41,6,0,4,0,6,19,2,2,0,0,0,"chr14_KZ115459v1_alt","119067","131932"
"pld1a",367,355,604,831,826,345,501,222,250,859,1002,537,209,291,973,"chr2","25560556","25632090"
"si:ch73-15n24.1",12,0,0,0,0,0,0,32,20,0,0,0,0,0,0,"chr19","9295317","9301668"
"scn8ab",749,879,1725,1177,1408,1692,394,221,212,4539,3494,2793,1055,972,2449,"chr6","39392442","39475304"
"tyrp1b",29,8,17,0,187,0,13,0,0,40,36,52,0,144,84,"chr1","19332803","19346050"
"aamp",5286,7397,6541,15363,6843,13588,4219,4983,3072,7050,14144,7620,10547,13039,9797,"chr6","59914126","59922087"
"npy8ar",0,0,0,0,100,0,13,0,0,46,82,39,0,80,69,"chr10","42462659","42463780"
"nr4a3",281,143,289,607,471,491,149,94,35,574,1135,371,156,258,1211,"chr16","27345383","27368213"
"zp3a.2",10,0,4,0,0,0,7,0,24,0,16,19,0,32,0,"chr20","33987465","33989427"
"si:ch211-139a5.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr5_KZ115133v1_alt|chr5","47933|37884023","49987|37886077"
"pacsin3",265,120,114,508,173,480,160,179,97,299,349,367,83,239,434,"chr7","54222378","54307240"
"pacsin2",660,714,932,851,1647,1511,833,184,547,1789,2208,1401,1571,969,2001,"chr4","77933079","77954402"
"foxl1",205,182,143,400,302,514,114,126,76,242,175,319,348,456,296,"chr18_KZ115555v1_alt|chr18","372324|17483557","374186|17485419"
"ticam1",96,110,111,52,102,0,103,0,60,123,83,49,48,76,0,"chr22","4442473","4445833"
"abcg2d",8,42,27,0,18,0,21,0,0,20,84,19,0,0,43,"chr1","50568138","50590626"
"dazap2",2904,2163,2139,4793,4265,5006,2100,1088,1863,8784,7681,6202,4710,3042,6952,"chr23","33718654","33729552"
"fut10",20,7,32,0,0,0,3,0,0,49,45,0,0,0,75,"chr10","7255784","7264746"
"efhc2",160,221,207,517,238,146,189,438,79,148,127,136,185,250,227,"chr9","33758720","33781851"
"efhc1",96,144,166,211,211,268,60,52,30,96,185,94,140,124,192,"chr20","48141998","48157595"
"nt5dc2",2382,1907,2299,4391,2609,4074,1738,596,861,6520,5336,3344,3345,2603,4758,"chr8","23639136","23656728"
"si:ch211-226h8.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr22|chr22_KZ115646v1_alt","25184453|31231","25185576|32354"
"nt5dc1",553,634,519,1325,810,1022,212,194,141,2214,2396,1725,535,729,894,"chr20","474288","530663"
"kcnk5b",52,69,358,150,244,51,132,160,78,278,79,28,0,189,0,"chr20","9223514","9239007"
"kcnk5a",0,21,0,0,0,0,0,0,0,12,0,8,0,0,0,"chr17_KZ115536v1_alt","112969","135396"
"cyp1b1",30,93,45,125,30,105,75,59,36,102,87,154,65,19,57,"chr13_KZ115425v1_alt|chr13","179310|42011285","186963|42018938"
"zgc:173443",0,0,5,0,0,0,13,0,19,13,13,0,0,0,37,"chr10","8077969","8079737"
"ak7a",1448,1316,1553,3859,4399,3512,1281,849,1156,1762,1421,1181,3803,1980,1845,"chr20","4742401","4766683"
"ak7b",118,157,119,217,359,329,147,138,75,178,138,72,247,235,295,"chr17","18877919","18888959"
"rbm39a",29516,38362,45958,51619,37453,45729,26837,16413,18057,30795,26199,27239,16169,26064,30203,"chr11","24339385","24345420"
"rbm39b",6398,11360,12014,18264,16013,17096,6386,4080,4437,9522,12372,9943,12409,11523,15771,"chr8","37231761","37249820"
"zgc:173517",7,12,0,0,0,0,8,0,0,17,8,0,0,0,0,"chr3","7395172","7475381"
"bop1",1048,1259,1200,2979,1734,3473,947,929,765,1630,1450,1425,2208,1506,2468,"chr19","2930373","3056048"
"tspan7",88,100,182,100,120,207,288,72,60,655,445,349,0,96,89,"chr14","41469478","41478369"
"si:dkey-82o10.4",328,216,378,403,650,499,314,213,318,456,573,514,556,428,543,"chr16","49601776","49618307"
"utp3",843,719,680,738,741,1324,737,460,556,1074,1234,666,735,638,985,"chr11","26370381","26375526"
"fgf11a",0,0,0,0,8,0,17,0,0,20,1,6,0,0,0,"chr7","22399764","22525474"
"ints8",790,640,995,965,819,890,704,369,600,1246,1092,731,196,496,747,"chr19","17837955","17996212"
"znf990",97,232,116,68,10,129,6,34,150,0,108,71,144,0,213,"chr22","9891372","9896234"
"d2hgdh",141,204,193,350,362,490,128,122,201,825,476,522,64,167,386,"chr2","41546271","41562840"
"parla",2285,1993,1769,4319,3724,3342,1813,1448,1562,1858,1930,1540,1986,2463,3458,"chr2","5543901","5561005"
"sla2",882,698,1694,2128,779,2740,387,319,179,538,418,740,948,7827,173,"chr23|chr23_KZ115673v1_alt","14808221|270210","14825450|289391"
"tnni2b.2",4,44,17,0,9,0,120,0,0,44,32,36,0,0,0,"chr7","39387082","39392864"
"tnni2b.1",12,0,0,42,33,44,142,0,17,12,8,10,0,0,0,"chr7","39401388","39406765"
"zgc:165423",0,27,0,0,0,77,17,0,0,0,0,4,0,0,0,"chr3","39540017","39549967"
"opn6b",79,80,134,152,100,12,22,0,44,108,115,97,0,16,0,"chr17","28761986","28770677"
"hnf1ba",18,28,28,27,39,55,30,15,22,21,17,10,0,13,0,"chr15|chr15_KZ115479v1_alt","15997149|10747","16012963|26561"
"gpr137",373,439,386,629,289,533,410,258,335,513,638,341,61,462,857,"chr14","26439227","26450701"
"opn6a",90,40,89,203,31,130,23,0,25,66,19,322,0,29,120,"chr11","44860948","44873780"
"prr16",858,842,824,3390,2027,2493,590,741,580,1346,2060,1880,1941,1725,3510,"chr8","68864","81765"
"rbbp6",21950,28578,28651,52573,37443,52775,21850,12414,17128,22040,24454,20857,33574,33569,37159,"chr3","35406147","35421194"
"zgc:112255",674,565,758,809,1141,1027,667,474,586,1145,978,1195,786,743,813,"chr11","39107131","39112255"
"rad51d",128,45,244,68,42,357,261,61,43,227,186,135,215,49,130,"chr5","60873055","60885935"
"rad51c",145,202,173,320,265,312,108,111,136,145,257,203,159,395,516,"chr10","32663180","32672393"
"rad51b",56,37,28,0,12,80,18,0,13,66,35,32,0,0,52,"chr20","9474886","9566859"
"si:dkey-19e4.5",2519,1868,2379,2642,3092,2744,1542,1228,1048,6436,5244,2924,2647,2125,2761,"chr6","21861089","21873266"
"chac1",19598,15953,21639,41220,33159,32346,14777,9488,10439,33393,52713,35921,27678,27957,39259,"chr20","28266935","28269464"
"slc7a14a",1346,919,1495,1133,2060,1561,665,1011,602,5732,4880,4485,2001,1042,2180,"chr2","25929638","25991431"
"phyhd1",357,76,610,882,714,749,344,185,80,684,855,929,928,246,646,"chr21","4509483","4525075"
"ptgis",0,0,0,0,31,33,0,21,22,11,88,44,0,0,24,"chr6_KZ114887v1_alt|chr6","414249|46568283","435692|46589726"
"egf",7,44,24,0,31,35,10,29,12,35,42,32,0,20,8,"chr14_KZ115458v1_alt|chr14","27798|36277204","76644|36326050"
"zgc:153675",69,68,56,515,181,148,64,36,67,135,131,162,0,283,257,"chr22","812848","817359"
"usp30",74,95,260,267,212,320,120,48,59,656,593,413,120,204,226,"chr5","20125934","20135679"
"dynlrb1",1603,1583,1160,1178,1360,917,1481,500,1425,3753,2566,2070,1027,644,756,"chr11","26604265","26608636"
"usp36",8840,10152,10244,20461,14071,20499,8007,6500,6401,10359,11375,11556,12919,14535,15776,"chr3","57583653","57630791"
"usp37",777,2761,979,8685,1507,3442,2582,226,325,4421,2609,2319,2255,11042,3174,"chr9","715737","746119"
"sh2d1aa",4,0,0,0,0,0,22,0,3,0,0,0,0,0,0,"chr5","21288227","21294105"
"pkdcca",187,117,225,120,212,140,126,37,25,652,719,541,266,20,239,"chr13","3109064","3155244"
"zgc:152986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr6","40467535","40470527"
"snx15",125,154,265,436,660,285,114,204,98,401,1083,320,293,320,497,"chr7_KZ115221v1_alt","104571","116160"
"zgc:101540",248,504,586,421,1211,1890,490,239,685,724,961,705,974,418,1313,"chr25","32273127","32292494"
"tspan9b",16,5,9,4,22,20,8,24,6,42,43,21,0,12,2,"chr4|chr4_KZ114855v1_alt|chr4_KZ115087v1_alt","9696966|120928|252793","9722541|146492|278368"
"acvr2aa",701,554,877,2074,1358,1565,411,232,217,3452,3164,2462,730,858,1703,"chr9","25383190","25444091"
"nptx2b",18,0,8,0,0,0,0,0,0,115,84,79,0,0,113,"chr12","17889465","17897134"
"nptx2a",392,290,610,475,330,1041,119,8,66,874,692,781,356,287,464,"chr3","61566374","61593274"
"gbp4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr4_KZ115098v1_alt","170302","175193"
"grb2a",34,48,46,30,81,31,32,8,42,149,103,91,28,0,82,"chr6|chr6_KZ115175v1_alt|chr6_KZ114878v1_alt","19344756|19471|19471","19381938|56650|56650"
"grb2b",1324,1002,2082,2111,2224,2174,1260,327,685,3836,3778,3619,2840,1514,2881,"chr3","25436934","25490970"
"arcn1b",874,376,839,572,811,1136,539,513,466,2271,1587,1361,464,226,721,"chr15","18102280","18115536"
"arcn1a",994,890,1346,682,1207,1549,793,464,464,2783,2051,1785,403,484,928,"chr5","30502251","30516646"
"xkr5a",64,38,75,0,24,0,28,0,4,323,160,148,172,0,105,"chr20","48097393","48105258"
"atf1",1106,645,1078,1755,1118,2530,780,213,339,2153,1794,1345,1094,922,1898,"chr6","39509434","39521736"
"nrbf2b",631,592,805,2182,1146,1933,781,286,453,1456,1508,1278,2270,1764,2552,"chr12","8569740","8579727"
"xkr5b",8,13,21,0,0,0,0,28,24,76,10,19,0,0,0,"chr17","32608804","32621082"
"znf644a",924,671,897,788,1015,1279,536,315,424,1799,1402,1383,1063,514,662,"chr2","22506364","22530969"
"polr1c",593,1033,1229,1400,1153,939,863,398,788,1164,1065,852,1397,931,1279,"chr13","28690393","28694922"
"grb10a",121,49,86,106,66,88,104,118,9,164,227,241,0,0,87,"chr19","23136181","23249822"
"gnal",175,123,297,180,261,441,180,159,107,534,300,250,120,170,148,"chr24","8904741","8973724"
"polr1d",8,8,12,7,23,238,20,4,0,7,21,0,0,568,6,"chr14_KZ115430v1_alt|chr14","167844|9077337","175904|9085349"
"zgc:194578",967,977,1444,2356,1409,2499,967,455,674,4460,4182,3338,1618,1900,2903,"chr19","10379248","10395683"
"zp2.3",0,0,14,16,16,19,13,19,15,5,0,12,0,12,0,"chr20","54295213","54297047"
"wnt2",19,39,16,12,21,82,10,37,8,4,5,66,0,0,84,"chr18|chr18_KZ115559v1_alt","20613241|211459","20636525|234686"
"si:dkeyp-30d6.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr3","8826905","8837007"
"gpr34b",0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,"chr9","33417969","33419319"
"calcoco2",71,115,120,195,61,109,129,115,87,132,148,82,0,0,144,"chr12","20641113","20651697"
"si:ch211-241b2.1",34,41,21,0,44,0,27,0,24,154,74,103,0,111,0,"chr21","2304213","2310056"
"nr5a5",33,13,0,112,24,0,39,0,0,0,49,9,0,0,0,"chr3","53457189","53465252"
"sap30bp",1226,728,1477,2641,1760,2331,853,585,598,2046,2188,2069,2167,1041,2160,"chr8","13064766","13098180"
"nr5a2",263,183,265,269,237,142,89,36,132,823,358,867,481,143,744,"chr22","22634007","22719440"
"tcima",2266,2207,3687,3789,5236,8904,2923,937,1379,2763,4492,3459,11322,14278,18199,"chr5_KZ115114v1_alt|chr5","334741|27866650","335748|27867657"
"tmem115",1032,851,797,2121,1840,2193,588,264,291,2125,2807,2085,2343,1438,3624,"chr8","25893071","25897386"
"tmem117",111,107,78,173,84,364,27,44,60,864,788,454,348,31,260,"chr25","709547","752257"
"mdkb",29652,23907,28776,78472,59451,78540,21923,14555,13962,48248,50877,50627,50066,51748,79215,"chr25","7872230","7880878"
"mdka",3982,2772,4138,11720,6863,11182,3991,3355,2042,6724,8856,7479,9076,6585,13652,"chr7","39166460","39177620"
"hmgcl",988,910,1224,1804,1735,2061,602,491,479,2819,3204,3307,1901,1504,2257,"chr17","24855679","24866727"
"zgc:110158",2277,2213,2144,2217,3436,1546,2221,1219,2234,4465,3197,3306,462,1342,1479,"chr2","41576922","41723165"
"amer2",3585,2671,3653,5073,4164,7739,2195,1021,1050,5835,6876,6287,6066,4371,7086,"chr24","25069609","25073031"
"plrg1",684,952,1025,629,740,1272,629,232,308,1587,1130,848,1253,339,1111,"chr1","25650960","25666601"
"pimr110",0,0,8,0,0,34,0,0,10,0,0,8,0,0,0,"chr20_KZ114969v1_alt|chr20","26989|42881104","31713|42885828"
"si:ch211-191i18.4",0,0,0,0,0,18,0,0,0,8,0,0,0,0,0,"chr19","42235741","42238440"
"tbc1d19",416,472,737,436,296,224,254,64,164,1379,863,662,52,14,370,"chr7","62248593","62312788"
"si:ch211-191i18.2",0,12,4,0,4,0,9,0,0,43,67,28,0,77,0,"chr19","42261787","42291322"
"zgc:153499",0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,"chr9","8408054","8412072"
"tbc1d13",364,429,668,725,807,1119,336,260,184,771,1231,984,1193,635,1537,"chr21","83021","85569"
"drd2b",36,41,29,48,160,133,16,64,66,310,193,249,0,53,0,"chr5","58075301","58112032"
"tbc1d16",1634,1362,1518,3707,2495,3649,1184,695,717,3003,3747,3285,3049,2460,4516,"chr3","18437474","18498863"
"tbc1d17",831,595,939,1108,1052,1261,613,457,467,2221,1827,1412,524,883,928,"chr3","30167414","30186296"
"cdkn2aipnl",760,741,541,1914,1326,2177,477,325,373,1372,1842,1371,1761,616,1886,"chr21","45377211","45382134"
"tbc1d15",252,176,446,270,248,387,498,126,257,806,517,426,310,242,581,"chr18","17002164","17020248"
"timm17b",134,13,39,0,30,100,106,0,29,301,193,102,0,12,0,"chr8","44921123","44926077"
"ube2na",1813,1553,1725,785,1218,729,1852,752,1769,2582,1841,1274,176,556,461,"chr18_KZ114961v1_alt|chr18","320514|15778110","335567|15793163"
"ube2nb",4072,4082,4624,5918,5867,5633,3861,2233,3094,6118,6368,5631,2797,3787,4919,"chr4","1809562","1818287"
"serf2",1846,45,539,78,434,138,45,64,55,56,111,34,64,283,8,"chr7|chr7_KZ115233v1_alt","30275525|248566","30280931|254032"
"si:dkeyp-2e4.6",13,3,36,39,12,36,24,0,54,22,39,21,0,0,0,"chr13","44827350","44831094"
"slc9a8",2904,3908,3576,8898,5450,7590,1816,1812,1571,4127,3883,3435,4773,5073,6245,"chr23","3951652","4019699"
"qsox1",64,41,24,80,91,45,32,32,36,56,40,46,0,73,32,"chr8","14503610","14554785"
"tcea2",2325,1479,2306,6326,4185,5606,1426,775,924,3863,5030,3812,5594,4008,6626,"chr23","8718950","8733092"
"tcea3",215,331,452,238,1155,668,787,193,393,551,472,465,440,804,423,"chr16","34111929","34135268"
"tcea1",2432,1775,2406,3169,2895,3072,1826,1312,1201,4951,3966,3440,2040,2026,2981,"chr2","30739974","30748010"
"zgc:92275",2584,2883,2468,5951,3498,4863,2722,1798,1531,4590,4374,4030,3880,4579,4777,"chr21","11415290","11434315"
"zgc:136892",138,56,374,260,415,295,118,12,5,721,592,279,241,240,342,"chr21","25793969","25795964"
"cfhl4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr22","23613706","23625360"
"or115-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr21","40215373","40217558"
"bco1l",36,0,23,32,16,8,24,23,0,12,17,12,0,0,8,"chr7","65240227","65252938"
"brms1la",332,471,556,556,318,405,1738,208,1817,1186,1303,1106,735,365,319,"chr17","12753579","12764360"
"zgc:56596",1113,614,904,1325,1377,1274,872,338,552,1092,1401,1358,472,754,1536,"chr8","50953776","50962865"
"cfhl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr22_KZ115644v1_alt","261260","281079"
"cfhl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr22","23734001","23748284"
"si:dkeyp-2e4.2",25,34,12,0,5,0,82,0,41,44,0,0,0,0,0,"chr13","44848343","44852324"
"si:dkey-204f11.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr3","34111957","34112677"
"apoda.2",0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,"chr2","37207462","37215986"
"errfi1a",154,58,180,275,171,164,67,0,56,895,1031,772,386,108,778,"chr11","40831633","40844026"
"esf1",2967,2574,4170,7197,3536,6529,2609,1592,1898,3073,3821,3005,4675,4064,6370,"chr1","51202984","51219965"
"tma7",3932,3256,3229,5544,4486,5519,2637,2062,2318,3939,4367,3684,3321,3314,4063,"chr22","5663520","5668138"
"aox6",721,851,1285,1541,1523,1627,1015,307,625,765,1430,1287,755,846,1047,"chr22","14051894","14083583"
"psap",18697,15016,18780,29963,24204,30986,15759,7359,10982,39076,35859,31136,22119,19081,33120,"chr13","5004934","5029013"
"tfpi2",0,6,60,0,0,0,2,0,12,0,41,10,0,0,10,"chr19_KZ115596v1_alt|chr19","212032|40848114","219007|40855089"
"ccm2",175,47,194,128,125,24,43,0,84,348,407,302,0,46,189,"chr20","18775670","18795048"
"prickle1b",354,541,383,787,681,655,469,183,287,1100,1375,974,1041,365,1391,"chr4","13963499","13973213"
"ambn",0,4,11,29,4,0,0,0,0,20,0,8,0,0,0,"chr1","43926153","43933271"
"prickle1a",137,96,114,227,56,155,48,58,48,253,443,391,0,152,462,"chr25","317030","348784"
"zgc:163030",0,0,8,0,6,28,16,12,0,0,0,8,0,0,0,"chr13","33669760","33671699"
"jtb",845,576,974,562,954,801,529,349,394,2257,1950,1154,452,199,332,"chr19","42227446","42235993"
"LOC110437731",24,5,4,0,0,0,5,0,0,0,0,4,0,0,0,"chr8","50143095","50148015"
"rbks",183,186,112,123,167,331,142,52,108,153,169,245,487,196,414,"chr17","40999835","41081797"
"slc12a2",1586,1236,2917,3067,2769,4338,1317,100,575,6403,5294,4749,1471,1889,3538,"chr10","16225810","16307739"
"si:dkey-192d15.2",4,31,88,0,0,0,49,16,20,16,0,17,0,0,0,"chr7","3558030","3575540"
"clint1a",624,778,1170,1707,1561,2892,965,241,153,1638,1677,1578,3077,1553,1889,"chr14","35370034","35387533"
"tmem223",175,309,413,410,239,451,417,351,302,607,462,307,0,69,120,"chr21","25620213","25623342"
"trim35-24",0,8,16,0,0,0,5,0,0,22,8,20,0,22,49,"chr3","7943202","7948799"
"rps13",58,70,85,3063,164,0,86,9,29,55,117,8,0,1308,1217,"chr7_KZ115228v1_alt|chr7","72671|27041366","75308|27044003"
"rps12",17026,12573,16975,53768,32771,66819,20029,15512,12005,15282,25959,22126,69871,58809,76034,"chr23","31431956","31435923"
"fhl1b",137,118,124,230,173,182,124,86,111,325,398,228,0,108,24,"chr10","26598078","26620943"
"rps10",17823,13751,16167,65669,39224,72486,22720,15520,12655,22863,28821,26166,63229,58768,74671,"chr6","54174781","54180637"
"zgc:100829",374,817,183,430,364,1911,211,0,4,494,660,689,610,610,1581,"chr21","28747270","28794078"
"rps16",16938,13143,16733,51849,28371,59185,18506,11879,12407,17064,23316,19842,40056,54823,52140,"chr4","21649010","21652631"
"rps15",455,493,9236,35657,8257,21197,4322,4996,342,10118,14515,8236,21896,18482,22039,"chr11|chr11_KZ115338v1_alt","5926850|122096","5931615|126861"
"rps14",30509,17184,30348,79671,60480,104449,35442,20177,20453,39205,46658,40011,82532,83802,107862,"chr21","33454147","33458438"
"rps19",17420,12392,17053,61594,35678,71034,23531,14303,12219,18301,26582,25681,66711,57487,72318,"chr16","24190033","24194585"
"rps18",21286,12079,18412,43725,33088,56722,24562,11521,14813,21696,24822,22405,41314,40785,52564,"chr19","18617757","18626514"
